ticker,date,open,high,low,close,volume
COMP53,2026-02-11,484.5,489.5,481.5,485.5,15200
COMP53,2026-02-12,485.0,490.0,482.0,486.0,15200
COMP53,2026-02-13,485.5,490.5,482.5,486.5,15200
COMP53,2026-02-14,486.0,491.0,483.0,487.0,15200
COMP53,2026-02-15,486.5,491.5,483.5,487.5,15200
COMP53,2026-02-16,487.0,492.0,484.0,488.0,15200
COMP53,2026-02-17,487.5,492.5,484.5,488.5,15200
COMP53,2026-02-18,488.0,493.0,485.0,489.0,15200
COMP53,2026-02-19,488.5,493.5,485.5,489.5,15200
COMP53,2026-02-20,489.0,494.0,486.0,490.0,15200
COMP53,2026-02-21,489.5,494.5,486.5,490.5,15200
COMP53,2026-02-22,490.0,495.0,487.0,491.0,15200
COMP53,2026-02-23,490.5,495.5,487.5,491.5,15200
COMP53,2026-02-24,491.0,496.0,488.0,492.0,15200
COMP53,2026-02-25,491.5,496.5,488.5,492.5,15200
COMP53,2026-02-26,492.0,497.0,489.0,493.0,15200
COMP53,2026-02-27,492.5,497.5,489.5,493.5,15200
COMP53,2026-02-28,493.0,498.0,490.0,494.0,15200
COMP53,2026-03-01,493.5,498.5,490.5,494.5,15200
COMP54,2026-01-01,471.0,476.0,468.0,472.0,15300
COMP54,2026-01-02,471.5,476.5,468.5,472.5,15300
COMP54,2026-01-03,472.0,477.0,469.0,473.0,15300
COMP54,2026-01-04,472.5,477.5,469.5,473.5,15300
COMP54,2026-01-05,473.0,478.0,470.0,474.0,15300
COMP54,2026-01-06,473.5,478.5,470.5,474.5,15300
COMP54,2026-01-07,474.0,479.0,471.0,475.0,15300
COMP54,2026-01-08,474.5,479.5,471.5,475.5,15300
COMP54,2026-01-09,475.0,480.0,472.0,476.0,15300
COMP54,2026-01-10,475.5,480.5,472.5,476.5,15300
COMP54,2026-01-11,476.0,481.0,473.0,477.0,15300
COMP54,2026-01-12,476.5,481.5,473.5,477.5,15300
COMP54,2026-01-13,477.0,482.0,474.0,478.0,15300
COMP54,2026-01-14,477.5,482.5,474.5,478.5,15300
COMP54,2026-01-15,478.0,483.0,475.0,479.0,15300
COMP54,2026-01-16,478.5,483.5,475.5,479.5,15300
COMP54,2026-01-17,479.0,484.0,476.0,480.0,15300
COMP54,2026-01-18,479.5,484.5,476.5,480.5,15300
COMP54,2026-01-19,480.0,485.0,477.0,481.0,15300
COMP54,2026-01-20,480.5,485.5,477.5,481.5,15300
COMP54,2026-01-21,481.0,486.0,478.0,482.0,15300
COMP54,2026-01-22,481.5,486.5,478.5,482.5,15300
COMP54,2026-01-23,482.0,487.0,479.0,483.0,15300
COMP54,2026-01-24,482.5,487.5,479.5,483.5,15300
COMP54,2026-01-25,483.0,488.0,480.0,484.0,15300
COMP54,2026-01-26,483.5,488.5,480.5,484.5,15300
COMP54,2026-01-27,484.0,489.0,481.0,485.0,15300
COMP54,2026-01-28,484.5,489.5,481.5,485.5,15300
COMP54,2026-01-29,485.0,490.0,482.0,486.0,15300
COMP54,2026-01-30,485.5,490.5,482.5,486.5,15300
COMP54,2026-01-31,486.0,491.0,483.0,487.0,15300
COMP54,2026-02-01,486.5,491.5,483.5,487.5,15300
COMP54,2026-02-02,487.0,492.0,484.0,488.0,15300
COMP54,2026-02-03,487.5,492.5,484.5,488.5,15300
COMP54,2026-02-04,488.0,493.0,485.0,489.0,15300
COMP54,2026-02-05,488.5,493.5,485.5,489.5,15300
COMP54,2026-02-06,489.0,494.0,486.0,490.0,15300
COMP54,2026-02-07,489.5,494.5,486.5,490.5,15300
COMP54,2026-02-08,490.0,495.0,487.0,491.0,15300
COMP54,2026-02-09,490.5,495.5,487.5,491.5,15300
COMP54,2026-02-10,491.0,496.0,488.0,492.0,15300
COMP54,2026-02-11,491.5,496.5,488.5,492.5,15300
COMP54,2026-02-12,492.0,497.0,489.0,493.0,15300
COMP54,2026-02-13,492.5,497.5,489.5,493.5,15300
COMP54,2026-02-14,493.0,498.0,490.0,494.0,15300
COMP54,2026-02-15,493.5,498.5,490.5,494.5,15300
COMP54,2026-02-16,494.0,499.0,491.0,495.0,15300
COMP54,2026-02-17,494.5,499.5,491.5,495.5,15300
COMP54,2026-02-18,495.0,500.0,492.0,496.0,15300
COMP54,2026-02-19,495.5,500.5,492.5,496.5,15300
COMP54,2026-02-20,496.0,501.0,493.0,497.0,15300
COMP54,2026-02-21,496.5,501.5,493.5,497.5,15300
COMP54,2026-02-22,497.0,502.0,494.0,498.0,15300
COMP54,2026-02-23,497.5,502.5,494.5,498.5,15300
COMP54,2026-02-24,498.0,503.0,495.0,499.0,15300
COMP54,2026-02-25,498.5,503.5,495.5,499.5,15300
COMP54,2026-02-26,499.0,504.0,496.0,500.0,15300
COMP54,2026-02-27,499.5,504.5,496.5,500.5,15300
COMP54,2026-02-28,500.0,505.0,497.0,501.0,15300
COMP54,2026-03-01,500.5,505.5,497.5,501.5,15300
COMP55,2026-01-01,478.0,483.0,475.0,479.0,15400
COMP55,2026-01-02,478.5,483.5,475.5,479.5,15400
COMP55,2026-01-03,479.0,484.0,476.0,480.0,15400
COMP55,2026-01-04,479.5,484.5,476.5,480.5,15400
COMP55,2026-01-05,480.0,485.0,477.0,481.0,15400
COMP55,2026-01-06,480.5,485.5,477.5,481.5,15400
COMP55,2026-01-07,481.0,486.0,478.0,482.0,15400
COMP55,2026-01-08,481.5,486.5,478.5,482.5,15400
COMP55,2026-01-09,482.0,487.0,479.0,483.0,15400
COMP55,2026-01-10,482.5,487.5,479.5,483.5,15400
COMP55,2026-01-11,483.0,488.0,480.0,484.0,15400
COMP55,2026-01-12,483.5,488.5,480.5,484.5,15400
COMP55,2026-01-13,484.0,489.0,481.0,485.0,15400
COMP55,2026-01-14,484.5,489.5,481.5,485.5,15400
COMP55,2026-01-15,485.0,490.0,482.0,486.0,15400
COMP55,2026-01-16,485.5,490.5,482.5,486.5,15400
COMP55,2026-01-17,486.0,491.0,483.0,487.0,15400
COMP55,2026-01-18,486.5,491.5,483.5,487.5,15400
COMP55,2026-01-19,487.0,492.0,484.0,488.0,15400
COMP55,2026-01-20,487.5,492.5,484.5,488.5,15400
COMP55,2026-01-21,488.0,493.0,485.0,489.0,15400
COMP55,2026-01-22,488.5,493.5,485.5,489.5,15400
COMP55,2026-01-23,489.0,494.0,486.0,490.0,15400
COMP55,2026-01-24,489.5,494.5,486.5,490.5,15400
COMP55,2026-01-25,490.0,495.0,487.0,491.0,15400
COMP55,2026-01-26,490.5,495.5,487.5,491.5,15400
COMP55,2026-01-27,491.0,496.0,488.0,492.0,15400
COMP55,2026-01-28,491.5,496.5,488.5,492.5,15400
COMP55,2026-01-29,492.0,497.0,489.0,493.0,15400
COMP55,2026-01-30,492.5,497.5,489.5,493.5,15400
COMP55,2026-01-31,493.0,498.0,490.0,494.0,15400
COMP55,2026-02-01,493.5,498.5,490.5,494.5,15400
COMP55,2026-02-02,494.0,499.0,491.0,495.0,15400
COMP55,2026-02-03,494.5,499.5,491.5,495.5,15400
COMP55,2026-02-04,495.0,500.0,492.0,496.0,15400
COMP55,2026-02-05,495.5,500.5,492.5,496.5,15400
COMP55,2026-02-06,496.0,501.0,493.0,497.0,15400
COMP55,2026-02-07,496.5,501.5,493.5,497.5,15400
COMP55,2026-02-08,497.0,502.0,494.0,498.0,15400
COMP55,2026-02-09,497.5,502.5,494.5,498.5,15400
COMP55,2026-02-10,498.0,503.0,495.0,499.0,15400
COMP55,2026-02-11,498.5,503.5,495.5,499.5,15400
COMP55,2026-02-12,499.0,504.0,496.0,500.0,15400
COMP55,2026-02-13,499.5,504.5,496.5,500.5,15400
COMP55,2026-02-14,500.0,505.0,497.0,501.0,15400
COMP55,2026-02-15,500.5,505.5,497.5,501.5,15400
COMP55,2026-02-16,501.0,506.0,498.0,502.0,15400
COMP55,2026-02-17,501.5,506.5,498.5,502.5,15400
COMP55,2026-02-18,502.0,507.0,499.0,503.0,15400
COMP55,2026-02-19,502.5,507.5,499.5,503.5,15400
COMP55,2026-02-20,503.0,508.0,500.0,504.0,15400
COMP55,2026-02-21,503.5,508.5,500.5,504.5,15400
COMP55,2026-02-22,504.0,509.0,501.0,505.0,15400
COMP55,2026-02-23,504.5,509.5,501.5,505.5,15400
COMP55,2026-02-24,505.0,510.0,502.0,506.0,15400
COMP55,2026-02-25,505.5,510.5,502.5,506.5,15400
COMP55,2026-02-26,506.0,511.0,503.0,507.0,15400
COMP55,2026-02-27,506.5,511.5,503.5,507.5,15400
COMP55,2026-02-28,507.0,512.0,504.0,508.0,15400
COMP55,2026-03-01,507.5,512.5,504.5,508.5,15400
COMP56,2026-01-01,485.0,490.0,482.0,486.0,15500
COMP56,2026-01-02,485.5,490.5,482.5,486.5,15500
COMP56,2026-01-03,486.0,491.0,483.0,487.0,15500
COMP56,2026-01-04,486.5,491.5,483.5,487.5,15500
COMP56,2026-01-05,487.0,492.0,484.0,488.0,15500
COMP56,2026-01-06,487.5,492.5,484.5,488.5,15500
COMP56,2026-01-07,488.0,493.0,485.0,489.0,15500
COMP56,2026-01-08,488.5,493.5,485.5,489.5,15500
COMP56,2026-01-09,489.0,494.0,486.0,490.0,15500
COMP56,2026-01-10,489.5,494.5,486.5,490.5,15500
COMP56,2026-01-11,490.0,495.0,487.0,491.0,15500
COMP56,2026-01-12,490.5,495.5,487.5,491.5,15500
COMP56,2026-01-13,491.0,496.0,488.0,492.0,15500
COMP56,2026-01-14,491.5,496.5,488.5,492.5,15500
COMP56,2026-01-15,492.0,497.0,489.0,493.0,15500
COMP56,2026-01-16,492.5,497.5,489.5,493.5,15500
COMP56,2026-01-17,493.0,498.0,490.0,494.0,15500
COMP56,2026-01-18,493.5,498.5,490.5,494.5,15500
COMP56,2026-01-19,494.0,499.0,491.0,495.0,15500
COMP56,2026-01-20,494.5,499.5,491.5,495.5,15500
COMP56,2026-01-21,495.0,500.0,492.0,496.0,15500
COMP56,2026-01-22,495.5,500.5,492.5,496.5,15500
COMP56,2026-01-23,496.0,501.0,493.0,497.0,15500
COMP56,2026-01-24,496.5,501.5,493.5,497.5,15500
COMP56,2026-01-25,497.0,502.0,494.0,498.0,15500
COMP56,2026-01-26,497.5,502.5,494.5,498.5,15500
COMP56,2026-01-27,498.0,503.0,495.0,499.0,15500
COMP56,2026-01-28,498.5,503.5,495.5,499.5,15500
COMP56,2026-01-29,499.0,504.0,496.0,500.0,15500
COMP56,2026-01-30,499.5,504.5,496.5,500.5,15500
COMP56,2026-01-31,500.0,505.0,497.0,501.0,15500
COMP56,2026-02-01,500.5,505.5,497.5,501.5,15500
COMP56,2026-02-02,501.0,506.0,498.0,502.0,15500
COMP56,2026-02-03,501.5,506.5,498.5,502.5,15500
COMP56,2026-02-04,502.0,507.0,499.0,503.0,15500
COMP56,2026-02-05,502.5,507.5,499.5,503.5,15500
COMP56,2026-02-06,503.0,508.0,500.0,504.0,15500
COMP56,2026-02-07,503.5,508.5,500.5,504.5,15500
COMP56,2026-02-08,504.0,509.0,501.0,505.0,15500
COMP56,2026-02-09,504.5,509.5,501.5,505.5,15500
COMP56,2026-02-10,505.0,510.0,502.0,506.0,15500
COMP56,2026-02-11,505.5,510.5,502.5,506.5,15500
COMP56,2026-02-12,506.0,511.0,503.0,507.0,15500
COMP56,2026-02-13,506.5,511.5,503.5,507.5,15500
COMP56,2026-02-14,507.0,512.0,504.0,508.0,15500
COMP56,2026-02-15,507.5,512.5,504.5,508.5,15500
COMP56,2026-02-16,508.0,513.0,505.0,509.0,15500
COMP56,2026-02-17,508.5,513.5,505.5,509.5,15500
COMP56,2026-02-18,509.0,514.0,506.0,510.0,15500
COMP56,2026-02-19,509.5,514.5,506.5,510.5,15500
COMP56,2026-02-20,510.0,515.0,507.0,511.0,15500
COMP56,2026-02-21,510.5,515.5,507.5,511.5,15500
COMP56,2026-02-22,511.0,516.0,508.0,512.0,15500
COMP56,2026-02-23,511.5,516.5,508.5,512.5,15500
COMP56,2026-02-24,512.0,517.0,509.0,513.0,15500
COMP56,2026-02-25,512.5,517.5,509.5,513.5,15500
COMP56,2026-02-26,513.0,518.0,510.0,514.0,15500
COMP56,2026-02-27,513.5,518.5,510.5,514.5,15500
COMP56,2026-02-28,514.0,519.0,511.0,515.0,15500
COMP56,2026-03-01,514.5,519.5,511.5,515.5,15500
COMP57,2026-01-01,492.0,497.0,489.0,493.0,15600
COMP57,2026-01-02,492.5,497.5,489.5,493.5,15600
COMP57,2026-01-03,493.0,498.0,490.0,494.0,15600
COMP57,2026-01-04,493.5,498.5,490.5,494.5,15600
COMP57,2026-01-05,494.0,499.0,491.0,495.0,15600
COMP57,2026-01-06,494.5,499.5,491.5,495.5,15600
COMP57,2026-01-07,495.0,500.0,492.0,496.0,15600
COMP57,2026-01-08,495.5,500.5,492.5,496.5,15600
COMP57,2026-01-09,496.0,501.0,493.0,497.0,15600
COMP57,2026-01-10,496.5,501.5,493.5,497.5,15600
COMP57,2026-01-11,497.0,502.0,494.0,498.0,15600
COMP57,2026-01-12,497.5,502.5,494.5,498.5,15600
COMP57,2026-01-13,498.0,503.0,495.0,499.0,15600
COMP57,2026-01-14,498.5,503.5,495.5,499.5,15600
COMP57,2026-01-15,499.0,504.0,496.0,500.0,15600
COMP57,2026-01-16,499.5,504.5,496.5,500.5,15600
COMP57,2026-01-17,500.0,505.0,497.0,501.0,15600
COMP57,2026-01-18,500.5,505.5,497.5,501.5,15600
COMP57,2026-01-19,501.0,506.0,498.0,502.0,15600
COMP57,2026-01-20,501.5,506.5,498.5,502.5,15600
COMP57,2026-01-21,502.0,507.0,499.0,503.0,15600
COMP57,2026-01-22,502.5,507.5,499.5,503.5,15600
COMP57,2026-01-23,503.0,508.0,500.0,504.0,15600
COMP57,2026-01-24,503.5,508.5,500.5,504.5,15600
COMP57,2026-01-25,504.0,509.0,501.0,505.0,15600
COMP57,2026-01-26,504.5,509.5,501.5,505.5,15600
COMP57,2026-01-27,505.0,510.0,502.0,506.0,15600
COMP57,2026-01-28,505.5,510.5,502.5,506.5,15600
COMP57,2026-01-29,506.0,511.0,503.0,507.0,15600
COMP57,2026-01-30,506.5,511.5,503.5,507.5,15600
COMP57,2026-01-31,507.0,512.0,504.0,508.0,15600
COMP57,2026-02-01,507.5,512.5,504.5,508.5,15600
COMP57,2026-02-02,508.0,513.0,505.0,509.0,15600
COMP57,2026-02-03,508.5,513.5,505.5,509.5,15600
COMP57,2026-02-04,509.0,514.0,506.0,510.0,15600
COMP57,2026-02-05,509.5,514.5,506.5,510.5,15600
COMP57,2026-02-06,510.0,515.0,507.0,511.0,15600
COMP57,2026-02-07,510.5,515.5,507.5,511.5,15600
COMP57,2026-02-08,511.0,516.0,508.0,512.0,15600
COMP57,2026-02-09,511.5,516.5,508.5,512.5,15600
COMP57,2026-02-10,512.0,517.0,509.0,513.0,15600
COMP57,2026-02-11,512.5,517.5,509.5,513.5,15600
COMP57,2026-02-12,513.0,518.0,510.0,514.0,15600
COMP57,2026-02-13,513.5,518.5,510.5,514.5,15600
COMP57,2026-02-14,514.0,519.0,511.0,515.0,15600
COMP57,2026-02-15,514.5,519.5,511.5,515.5,15600
COMP57,2026-02-16,515.0,520.0,512.0,516.0,15600
COMP57,2026-02-17,515.5,520.5,512.5,516.5,15600
COMP57,2026-02-18,516.0,521.0,513.0,517.0,15600
COMP57,2026-02-19,516.5,521.5,513.5,517.5,15600
COMP57,2026-02-20,517.0,522.0,514.0,518.0,15600
COMP57,2026-02-21,517.5,522.5,514.5,518.5,15600
COMP57,2026-02-22,518.0,523.0,515.0,519.0,15600
COMP57,2026-02-23,518.5,523.5,515.5,519.5,15600
COMP57,2026-02-24,519.0,524.0,516.0,520.0,15600
COMP57,2026-02-25,519.5,524.5,516.5,520.5,15600
COMP57,2026-02-26,520.0,525.0,517.0,521.0,15600
COMP57,2026-02-27,520.5,525.5,517.5,521.5,15600
COMP57,2026-02-28,521.0,526.0,518.0,522.0,15600
COMP57,2026-03-01,521.5,526.5,518.5,522.5,15600
COMP58,2026-01-01,499.0,504.0,496.0,500.0,15700
COMP58,2026-01-02,499.5,504.5,496.5,500.5,15700
COMP58,2026-01-03,500.0,505.0,497.0,501.0,15700
COMP58,2026-01-04,500.5,505.5,497.5,501.5,15700
COMP58,2026-01-05,501.0,506.0,498.0,502.0,15700
COMP58,2026-01-06,501.5,506.5,498.5,502.5,15700
COMP58,2026-01-07,502.0,507.0,499.0,503.0,15700
COMP58,2026-01-08,502.5,507.5,499.5,503.5,15700
COMP58,2026-01-09,503.0,508.0,500.0,504.0,15700
COMP58,2026-01-10,503.5,508.5,500.5,504.5,15700
COMP58,2026-01-11,504.0,509.0,501.0,505.0,15700
COMP58,2026-01-12,504.5,509.5,501.5,505.5,15700
COMP58,2026-01-13,505.0,510.0,502.0,506.0,15700
COMP58,2026-01-14,505.5,510.5,502.5,506.5,15700
COMP58,2026-01-15,506.0,511.0,503.0,507.0,15700
COMP58,2026-01-16,506.5,511.5,503.5,507.5,15700
COMP58,2026-01-17,507.0,512.0,504.0,508.0,15700
COMP58,2026-01-18,507.5,512.5,504.5,508.5,15700
COMP58,2026-01-19,508.0,513.0,505.0,509.0,15700
COMP58,2026-01-20,508.5,513.5,505.5,509.5,15700
COMP58,2026-01-21,509.0,514.0,506.0,510.0,15700
COMP58,2026-01-22,509.5,514.5,506.5,510.5,15700
COMP58,2026-01-23,510.0,515.0,507.0,511.0,15700
COMP58,2026-01-24,510.5,515.5,507.5,511.5,15700
COMP58,2026-01-25,511.0,516.0,508.0,512.0,15700
COMP58,2026-01-26,511.5,516.5,508.5,512.5,15700
COMP58,2026-01-27,512.0,517.0,509.0,513.0,15700
COMP58,2026-01-28,512.5,517.5,509.5,513.5,15700
COMP58,2026-01-29,513.0,518.0,510.0,514.0,15700
COMP58,2026-01-30,513.5,518.5,510.5,514.5,15700
