company_id,metric_type,period_years,value_pct,divergence_pct,divergence_flag
COMP04,compounded_sales_growth,10,18.0,5.88,1
COMP04,compounded_sales_growth,5,15.0,11.76,1
COMP04,compounded_sales_growth,3,13.0,23.53,1
COMP04,compounded_sales_growth,1,11.0,0.0,0
COMP04,compounded_profit_growth,10,21.0,23.53,1
COMP04,compounded_profit_growth,5,19.0,11.76,1
COMP04,compounded_profit_growth,3,17.0,0.0,0
COMP04,compounded_profit_growth,1,15.0,0.0,0
COMP04,stock_price_cagr,10,23.0,0.0,0
COMP04,stock_price_cagr,5,20.0,0.0,0
COMP04,stock_price_cagr,3,16.0,0.0,0
COMP04,stock_price_cagr,1,12.0,0.0,0
COMP04,roe,10,25.0,97.63,1
COMP04,roe,5,23.0,81.82,1
COMP04,roe,3,21.0,66.01,1
COMP04,roe,1,16.0,26.48,1
COMP05,compounded_sales_growth,10,19.0,9.52,1
COMP05,compounded_sales_growth,5,16.0,23.81,1
COMP05,compounded_sales_growth,3,14.0,33.33,1
COMP05,compounded_sales_growth,1,8.0,0.0,0
COMP05,compounded_profit_growth,10,22.0,4.76,0
COMP05,compounded_profit_growth,5,20.0,4.76,0
COMP05,compounded_profit_growth,3,18.0,14.29,1
COMP05,compounded_profit_growth,1,16.0,0.0,0
COMP05,stock_price_cagr,10,24.0,0.0,0
COMP05,stock_price_cagr,5,21.0,0.0,0
COMP05,stock_price_cagr,3,17.0,0.0,0
COMP05,stock_price_cagr,1,13.0,0.0,0
COMP05,roe,10,26.0,104.72,1
COMP05,roe,5,24.0,88.98,1
COMP05,roe,3,18.0,41.73,1
COMP05,roe,1,17.0,33.86,1
COMP06,compounded_profit_growth,10,23.0,360.0,1
COMP06,compounded_profit_growth,5,21.0,320.0,1
COMP06,compounded_profit_growth,3,19.0,280.0,1
COMP06,compounded_profit_growth,1,12.0,0.0,0
COMP06,stock_price_cagr,10,25.0,0.0,0
COMP06,stock_price_cagr,5,22.0,0.0,0
COMP06,stock_price_cagr,3,18.0,0.0,0
COMP06,stock_price_cagr,1,14.0,0.0,0
COMP06,roe,10,27.0,111.76,1
COMP06,roe,5,20.0,56.86,1
COMP06,roe,3,19.0,49.02,1
COMP06,roe,1,18.0,41.18,1
COMP07,compounded_sales_growth,10,21.0,133.33,1
COMP07,compounded_sales_growth,5,12.0,33.33,1
COMP07,compounded_sales_growth,3,11.0,22.22,1
COMP07,compounded_sales_growth,1,10.0,0.0,0
COMP07,compounded_profit_growth,10,24.0,166.67,1
COMP07,compounded_profit_growth,5,22.0,144.44,1
COMP07,compounded_profit_growth,3,14.0,55.56,1
COMP07,compounded_profit_growth,1,13.0,0.0,0
COMP07,stock_price_cagr,10,26.0,0.0,0
COMP07,stock_price_cagr,5,23.0,0.0,0
COMP07,stock_price_cagr,3,19.0,0.0,0
COMP07,stock_price_cagr,1,9.0,0.0,0
COMP07,roe,10,22.0,71.87,1
COMP07,roe,5,21.0,64.06,1
COMP07,roe,3,20.0,56.25,1
COMP07,roe,1,16.0,25.0,1
COMP08,compounded_sales_growth,10,15.0,15.38,1
COMP08,compounded_sales_growth,5,13.0,0.0,0
COMP08,compounded_sales_growth,3,12.0,7.69,1
COMP08,compounded_sales_growth,1,11.0,0.0,0
COMP08,compounded_profit_growth,10,25.0,92.31,1
COMP08,compounded_profit_growth,5,16.0,23.08,1
COMP08,compounded_profit_growth,3,15.0,15.38,1
COMP08,compounded_profit_growth,1,14.0,0.0,0
COMP08,stock_price_cagr,10,27.0,0.0,0
COMP08,stock_price_cagr,5,24.0,0.0,0
COMP08,stock_price_cagr,3,13.0,0.0,0
COMP08,stock_price_cagr,1,10.0,0.0,0
COMP08,roe,10,23.0,78.99,1
COMP08,roe,5,22.0,71.21,1
COMP08,roe,3,21.0,63.42,1
COMP08,roe,1,17.0,32.3,1
COMP09,compounded_sales_growth,10,16.0,5.88,1
COMP09,compounded_sales_growth,5,14.0,17.65,1
COMP09,compounded_sales_growth,3,13.0,23.53,1
COMP09,compounded_sales_growth,1,8.0,0.0,0
COMP09,compounded_profit_growth,10,18.0,5.88,1
COMP09,compounded_profit_growth,5,17.0,0.0,0
COMP09,compounded_profit_growth,3,16.0,5.88,1
COMP09,compounded_profit_growth,1,15.0,0.0,0
COMP09,stock_price_cagr,10,28.0,0.0,0
COMP09,stock_price_cagr,5,17.0,0.0,0
COMP09,stock_price_cagr,3,14.0,0.0,0
COMP09,stock_price_cagr,1,11.0,0.0,0
COMP09,roe,10,24.0,86.05,1
COMP09,roe,5,23.0,78.29,1
COMP09,roe,3,18.0,39.53,1
COMP09,roe,1,18.0,39.53,1
COMP10,compounded_sales_growth,10,17.0,19.05,1
COMP10,compounded_sales_growth,5,15.0,28.57,1
COMP10,compounded_sales_growth,3,14.0,33.33,1
COMP10,compounded_sales_growth,1,9.0,0.0,0
COMP10,compounded_profit_growth,10,19.0,9.52,1
COMP10,compounded_profit_growth,5,18.0,14.29,1
COMP10,compounded_profit_growth,3,17.0,19.05,1
COMP10,compounded_profit_growth,1,16.0,0.0,0
COMP10,stock_price_cagr,10,20.0,0.0,0
COMP10,stock_price_cagr,5,18.0,0.0,0
COMP10,stock_price_cagr,3,15.0,0.0,0
COMP10,stock_price_cagr,1,12.0,0.0,0
COMP10,roe,10,25.0,93.05,1
COMP10,roe,5,24.0,85.33,1
COMP10,roe,3,19.0,46.72,1
COMP10,roe,1,16.0,23.55,1
COMP11,compounded_sales_growth,10,18.0,260.0,1
COMP11,compounded_sales_growth,5,16.0,220.0,1
COMP11,compounded_sales_growth,3,10.0,100.0,1
COMP11,compounded_sales_growth,1,10.0,0.0,0
COMP11,compounded_profit_growth,10,20.0,300.0,1
COMP11,compounded_profit_growth,5,19.0,280.0,1
COMP11,compounded_profit_growth,3,18.0,260.0,1
COMP11,compounded_profit_growth,1,12.0,0.0,0
COMP11,stock_price_cagr,10,21.0,0.0,0
COMP11,stock_price_cagr,5,19.0,0.0,0
COMP11,stock_price_cagr,3,16.0,0.0,0
COMP11,stock_price_cagr,1,13.0,0.0,0
COMP11,roe,10,26.0,100.0,1
COMP11,roe,5,20.0,53.85,1
COMP11,roe,3,20.0,53.85,1
COMP11,roe,1,17.0,30.77,1
COMP12,compounded_sales_growth,10,19.0,111.11,1
COMP12,compounded_sales_growth,5,17.0,88.89,1
COMP12,compounded_sales_growth,3,11.0,22.22,1
COMP12,compounded_sales_growth,1,11.0,0.0,0
COMP12,compounded_profit_growth,10,21.0,133.33,1
COMP12,compounded_profit_growth,5,20.0,122.22,1
COMP12,compounded_profit_growth,3,19.0,111.11,1
COMP12,compounded_profit_growth,1,13.0,0.0,0
COMP12,stock_price_cagr,10,22.0,0.0,0
COMP12,stock_price_cagr,5,20.0,0.0,0
COMP12,stock_price_cagr,3,17.0,0.0,0
COMP12,stock_price_cagr,1,14.0,0.0,0
COMP12,roe,10,27.0,106.9,1
COMP12,roe,5,21.0,60.92,1
COMP12,roe,3,21.0,60.92,1
COMP12,roe,1,18.0,37.93,1
COMP13,compounded_sales_growth,10,20.0,53.85,1
COMP13,compounded_sales_growth,5,12.0,7.69,1
COMP13,compounded_sales_growth,3,12.0,7.69,1
COMP13,compounded_sales_growth,1,8.0,0.0,0
COMP13,stock_price_cagr,10,23.0,0.0,0
COMP13,stock_price_cagr,5,21.0,0.0,0
COMP13,stock_price_cagr,3,18.0,0.0,0
COMP13,stock_price_cagr,1,9.0,0.0,0
COMP13,roe,10,22.0,67.94,1
COMP13,roe,5,22.0,67.94,1
COMP13,roe,3,18.0,37.4,1
COMP13,roe,1,16.0,22.14,1
COMP14,compounded_sales_growth,10,21.0,23.53,1
COMP14,compounded_sales_growth,5,13.0,23.53,1
COMP14,compounded_sales_growth,3,13.0,23.53,1
COMP14,compounded_sales_growth,1,9.0,0.0,0
COMP14,compounded_profit_growth,10,23.0,35.29,1
COMP14,compounded_profit_growth,5,22.0,29.41,1
COMP14,compounded_profit_growth,3,15.0,11.76,1
COMP14,compounded_profit_growth,1,15.0,0.0,0
COMP14,stock_price_cagr,10,24.0,0.0,0
COMP14,stock_price_cagr,5,22.0,0.0,0
COMP14,stock_price_cagr,3,19.0,0.0,0
COMP14,stock_price_cagr,1,10.0,0.0,0
COMP14,roe,10,23.0,74.9,1
COMP14,roe,5,23.0,74.9,1
COMP14,roe,3,19.0,44.49,1
COMP14,roe,1,17.0,29.28,1
COMP15,compounded_sales_growth,10,15.0,28.57,1
COMP15,compounded_sales_growth,5,14.0,33.33,1
COMP15,compounded_sales_growth,3,14.0,33.33,1
COMP15,compounded_sales_growth,1,10.0,0.0,0
COMP15,compounded_profit_growth,10,24.0,14.29,1
COMP15,compounded_profit_growth,5,16.0,23.81,1
COMP15,compounded_profit_growth,3,16.0,23.81,1
COMP15,compounded_profit_growth,1,16.0,0.0,0
COMP15,stock_price_cagr,10,25.0,0.0,0
COMP15,stock_price_cagr,5,23.0,0.0,0
COMP15,stock_price_cagr,3,13.0,0.0,0
COMP15,stock_price_cagr,1,11.0,0.0,0
COMP15,roe,10,24.0,81.82,1
COMP15,roe,5,24.0,81.82,1
COMP15,roe,3,20.0,51.52,1
COMP15,roe,1,18.0,36.36,1
COMP16,compounded_sales_growth,10,16.0,220.0,1
COMP16,compounded_sales_growth,5,15.0,200.0,1
COMP16,compounded_sales_growth,3,10.0,100.0,1
COMP16,compounded_sales_growth,1,11.0,0.0,0
COMP16,compounded_profit_growth,10,25.0,400.0,1
COMP16,compounded_profit_growth,5,17.0,240.0,1
COMP16,compounded_profit_growth,3,17.0,240.0,1
COMP16,compounded_profit_growth,1,12.0,0.0,0
COMP16,stock_price_cagr,10,26.0,0.0,0
COMP16,stock_price_cagr,5,24.0,0.0,0
COMP16,stock_price_cagr,3,14.0,0.0,0
COMP16,stock_price_cagr,1,12.0,0.0,0
COMP16,roe,10,25.0,88.68,1
COMP16,roe,5,20.0,50.94,1
COMP16,roe,3,21.0,58.49,1
COMP16,roe,1,16.0,20.75,1
COMP17,compounded_sales_growth,10,17.0,88.89,1
COMP17,compounded_sales_growth,5,16.0,77.78,1
COMP17,compounded_sales_growth,3,11.0,22.22,1
COMP17,compounded_sales_growth,1,8.0,0.0,0
COMP17,compounded_profit_growth,10,18.0,100.0,1
COMP17,compounded_profit_growth,5,18.0,100.0,1
COMP17,compounded_profit_growth,3,18.0,100.0,1
COMP17,compounded_profit_growth,1,13.0,0.0,0
COMP17,stock_price_cagr,10,27.0,0.0,0
COMP17,stock_price_cagr,5,17.0,0.0,0
COMP17,stock_price_cagr,3,15.0,0.0,0
COMP17,stock_price_cagr,1,13.0,0.0,0
COMP17,roe,10,26.0,95.49,1
COMP17,roe,5,21.0,57.89,1
COMP17,roe,3,18.0,35.34,1
COMP17,roe,1,17.0,27.82,1
COMP18,compounded_sales_growth,10,18.0,38.46,1
COMP18,compounded_sales_growth,5,17.0,30.77,1
COMP18,compounded_sales_growth,3,12.0,7.69,1
COMP18,compounded_sales_growth,1,9.0,0.0,0
COMP18,compounded_profit_growth,10,19.0,46.15,1
COMP18,compounded_profit_growth,5,19.0,46.15,1
COMP18,compounded_profit_growth,3,19.0,46.15,1
COMP18,compounded_profit_growth,1,14.0,0.0,0
COMP18,stock_price_cagr,10,28.0,0.0,0
COMP18,stock_price_cagr,5,18.0,0.0,0
COMP18,stock_price_cagr,3,16.0,0.0,0
COMP18,stock_price_cagr,1,14.0,0.0,0
COMP18,roe,10,27.0,102.25,1
COMP18,roe,5,22.0,64.79,1
COMP18,roe,3,19.0,42.32,1
COMP18,roe,1,18.0,34.83,1
COMP19,compounded_sales_growth,10,19.0,11.76,1
COMP19,compounded_sales_growth,5,12.0,29.41,1
COMP19,compounded_sales_growth,3,13.0,23.53,1
COMP19,compounded_sales_growth,1,10.0,0.0,0
COMP19,compounded_profit_growth,10,20.0,17.65,1
COMP19,compounded_profit_growth,5,20.0,17.65,1
COMP19,compounded_profit_growth,3,14.0,17.65,1
COMP19,compounded_profit_growth,1,15.0,0.0,0
COMP19,stock_price_cagr,10,20.0,0.0,0
COMP19,stock_price_cagr,5,19.0,0.0,0
COMP19,stock_price_cagr,3,17.0,0.0,0
COMP19,stock_price_cagr,1,9.0,0.0,0
COMP19,roe,10,22.0,64.18,1
COMP19,roe,5,23.0,71.64,1
COMP19,roe,3,20.0,49.25,1
COMP19,roe,1,16.0,19.4,1
COMP20,compounded_sales_growth,10,20.0,4.76,0
COMP20,compounded_sales_growth,5,13.0,38.1,1
COMP20,compounded_sales_growth,3,14.0,33.33,1
COMP20,compounded_sales_growth,1,11.0,0.0,0
COMP20,compounded_profit_growth,10,21.0,0.0,0
COMP20,compounded_profit_growth,5,21.0,0.0,0
COMP20,compounded_profit_growth,3,15.0,28.57,1
COMP20,compounded_profit_growth,1,16.0,0.0,0
COMP20,stock_price_cagr,10,21.0,0.0,0
COMP20,stock_price_cagr,5,20.0,0.0,0
COMP20,stock_price_cagr,3,18.0,0.0,0
COMP20,stock_price_cagr,1,10.0,0.0,0
COMP20,roe,10,23.0,71.0,1
COMP20,roe,5,24.0,78.44,1
COMP20,roe,3,21.0,56.13,1
COMP20,roe,1,17.0,26.39,1
COMP21,compounded_sales_growth,10,21.0,320.0,1
COMP21,compounded_sales_growth,5,14.0,180.0,1
COMP21,compounded_sales_growth,3,10.0,100.0,1
COMP21,compounded_sales_growth,1,8.0,0.0,0
COMP21,compounded_profit_growth,10,22.0,340.0,1
COMP21,compounded_profit_growth,5,22.0,340.0,1
COMP21,compounded_profit_growth,3,16.0,220.0,1
COMP21,compounded_profit_growth,1,12.0,0.0,0
COMP21,stock_price_cagr,10,22.0,0.0,0
COMP21,stock_price_cagr,5,21.0,0.0,0
COMP21,stock_price_cagr,3,19.0,0.0,0
COMP21,stock_price_cagr,1,11.0,0.0,0
COMP21,roe,10,24.0,77.78,1
COMP21,roe,5,20.0,48.15,1
COMP21,roe,3,18.0,33.33,1
COMP21,roe,1,18.0,33.33,1
COMP22,compounded_sales_growth,10,15.0,66.67,1
COMP22,compounded_sales_growth,5,15.0,66.67,1
COMP22,compounded_sales_growth,3,11.0,22.22,1
COMP22,compounded_sales_growth,1,9.0,0.0,0
COMP22,compounded_profit_growth,10,23.0,155.56,1
COMP22,compounded_profit_growth,5,16.0,77.78,1
COMP22,compounded_profit_growth,3,17.0,88.89,1
COMP22,compounded_profit_growth,1,13.0,0.0,0
COMP22,stock_price_cagr,10,23.0,0.0,0
COMP22,stock_price_cagr,5,22.0,0.0,0
COMP22,stock_price_cagr,3,13.0,0.0,0
COMP22,stock_price_cagr,1,12.0,0.0,0
COMP22,roe,10,25.0,84.5,1
COMP22,roe,5,21.0,54.98,1
COMP22,roe,3,19.0,40.22,1
COMP22,roe,1,16.0,18.08,1
COMP23,compounded_sales_growth,10,16.0,23.08,1
COMP23,compounded_sales_growth,5,16.0,23.08,1
COMP23,compounded_sales_growth,3,12.0,7.69,1
COMP23,compounded_sales_growth,1,10.0,0.0,0
COMP23,compounded_profit_growth,10,24.0,84.62,1
COMP23,compounded_profit_growth,5,17.0,30.77,1
COMP23,compounded_profit_growth,3,18.0,38.46,1
COMP23,compounded_profit_growth,1,14.0,0.0,0
COMP23,stock_price_cagr,10,24.0,0.0,0
COMP23,stock_price_cagr,5,23.0,0.0,0
COMP23,stock_price_cagr,3,14.0,0.0,0
COMP23,stock_price_cagr,1,13.0,0.0,0
COMP23,roe,10,26.0,91.18,1
COMP23,roe,5,22.0,61.76,1
COMP23,roe,3,20.0,47.06,1
COMP23,roe,1,17.0,25.0,1
COMP24,compounded_sales_growth,10,17.0,0.0,0
COMP24,compounded_sales_growth,5,17.0,0.0,0
COMP24,compounded_sales_growth,3,13.0,23.53,1
COMP24,compounded_sales_growth,1,11.0,0.0,0
COMP24,compounded_profit_growth,10,25.0,47.06,1
COMP24,compounded_profit_growth,5,18.0,5.88,1
COMP24,compounded_profit_growth,3,19.0,11.76,1
COMP24,compounded_profit_growth,1,15.0,0.0,0
COMP24,stock_price_cagr,10,25.0,0.0,0
COMP24,stock_price_cagr,5,24.0,0.0,0
COMP24,stock_price_cagr,3,15.0,0.0,0
COMP24,stock_price_cagr,1,14.0,0.0,0
COMP24,roe,10,27.0,97.8,1
COMP24,roe,5,23.0,68.5,1
COMP24,roe,3,21.0,53.85,1
COMP24,roe,1,18.0,31.87,1
COMP25,compounded_sales_growth,10,18.0,14.29,1
COMP25,compounded_sales_growth,5,12.0,42.86,1
COMP25,compounded_sales_growth,3,14.0,33.33,1
COMP25,compounded_sales_growth,1,8.0,0.0,0
COMP25,compounded_profit_growth,10,18.0,14.29,1
COMP25,compounded_profit_growth,5,19.0,9.52,1
COMP25,compounded_profit_growth,3,14.0,33.33,1
COMP25,compounded_profit_growth,1,16.0,0.0,0
COMP25,stock_price_cagr,10,26.0,0.0,0
COMP25,stock_price_cagr,5,17.0,0.0,0
COMP25,stock_price_cagr,3,16.0,0.0,0
COMP25,stock_price_cagr,1,9.0,0.0,0
COMP25,roe,10,22.0,60.58,1
COMP25,roe,5,24.0,75.18,1
COMP25,roe,3,18.0,31.39,1
COMP25,roe,1,16.0,16.79,1
COMP26,compounded_sales_growth,10,19.0,280.0,1
COMP26,compounded_sales_growth,5,13.0,160.0,1
COMP26,compounded_sales_growth,3,10.0,100.0,1
COMP26,compounded_sales_growth,1,9.0,0.0,0
COMP26,compounded_profit_growth,10,19.0,280.0,1
COMP26,compounded_profit_growth,5,20.0,300.0,1
COMP26,compounded_profit_growth,3,15.0,200.0,1
COMP26,compounded_profit_growth,1,12.0,0.0,0
COMP26,roe,10,23.0,67.27,1
COMP26,roe,5,20.0,45.45,1
COMP26,roe,3,19.0,38.18,1
COMP26,roe,1,17.0,23.64,1
COMP27,compounded_sales_growth,10,20.0,122.22,1
COMP27,compounded_sales_growth,5,14.0,55.56,1
COMP27,compounded_sales_growth,3,11.0,22.22,1
COMP27,compounded_sales_growth,1,10.0,0.0,0
COMP27,compounded_profit_growth,10,20.0,122.22,1
COMP27,compounded_profit_growth,5,21.0,133.33,1
COMP27,compounded_profit_growth,3,16.0,77.78,1
COMP27,compounded_profit_growth,1,13.0,0.0,0
COMP27,stock_price_cagr,10,28.0,0.0,0
COMP27,stock_price_cagr,5,19.0,0.0,0
COMP27,stock_price_cagr,3,18.0,0.0,0
COMP27,stock_price_cagr,1,11.0,0.0,0
COMP27,roe,10,24.0,73.91,1
COMP27,roe,5,21.0,52.17,1
COMP27,roe,3,20.0,44.93,1
COMP27,roe,1,18.0,30.43,1
COMP28,compounded_sales_growth,10,21.0,61.54,1
COMP28,compounded_sales_growth,5,15.0,15.38,1
COMP28,compounded_sales_growth,3,12.0,7.69,1
COMP28,compounded_sales_growth,1,11.0,0.0,0
COMP28,compounded_profit_growth,10,21.0,61.54,1
COMP28,compounded_profit_growth,5,22.0,69.23,1
COMP28,compounded_profit_growth,3,17.0,30.77,1
COMP28,compounded_profit_growth,1,14.0,0.0,0
COMP28,stock_price_cagr,10,20.0,0.0,0
COMP28,stock_price_cagr,5,20.0,0.0,0
COMP28,stock_price_cagr,3,19.0,0.0,0
COMP28,stock_price_cagr,1,12.0,0.0,0
COMP28,roe,10,25.0,80.51,1
COMP28,roe,5,22.0,58.84,1
COMP28,roe,3,21.0,51.62,1
COMP28,roe,1,16.0,15.52,1
COMP29,compounded_sales_growth,10,15.0,11.76,1
COMP29,compounded_sales_growth,5,16.0,5.88,1
COMP29,compounded_sales_growth,3,13.0,23.53,1
COMP29,compounded_sales_growth,1,8.0,0.0,0
COMP29,compounded_profit_growth,10,22.0,29.41,1
COMP29,compounded_profit_growth,5,16.0,5.88,1
COMP29,compounded_profit_growth,3,18.0,5.88,1
COMP29,compounded_profit_growth,1,15.0,0.0,0
COMP29,stock_price_cagr,10,21.0,0.0,0
COMP29,stock_price_cagr,5,21.0,0.0,0
COMP29,stock_price_cagr,3,13.0,0.0,0
COMP29,stock_price_cagr,1,13.0,0.0,0
COMP29,roe,10,26.0,87.05,1
COMP29,roe,5,23.0,65.47,1
COMP29,roe,3,18.0,29.5,1
COMP29,roe,1,17.0,22.3,1
COMP30,compounded_sales_growth,10,16.0,23.81,1
COMP30,compounded_sales_growth,5,17.0,19.05,1
COMP30,compounded_sales_growth,3,14.0,33.33,1
COMP30,compounded_sales_growth,1,9.0,0.0,0
COMP30,compounded_profit_growth,10,23.0,9.52,1
COMP30,compounded_profit_growth,5,17.0,19.05,1
COMP30,compounded_profit_growth,3,19.0,9.52,1
COMP30,compounded_profit_growth,1,16.0,0.0,0
COMP30,stock_price_cagr,10,22.0,0.0,0
COMP30,stock_price_cagr,5,22.0,0.0,0
COMP30,stock_price_cagr,3,14.0,0.0,0
COMP30,stock_price_cagr,1,14.0,0.0,0
COMP30,roe,10,27.0,93.55,1
COMP30,roe,5,24.0,72.04,1
COMP30,roe,3,19.0,36.2,1
COMP30,roe,1,18.0,29.03,1
COMP31,compounded_sales_growth,10,17.0,240.0,1
COMP31,compounded_sales_growth,5,12.0,140.0,1
COMP31,compounded_sales_growth,3,10.0,100.0,1
COMP31,compounded_sales_growth,1,10.0,0.0,0
COMP31,compounded_profit_growth,10,24.0,380.0,1
COMP31,compounded_profit_growth,5,18.0,260.0,1
COMP31,compounded_profit_growth,3,14.0,180.0,1
COMP31,compounded_profit_growth,1,12.0,0.0,0
COMP31,stock_price_cagr,10,23.0,0.0,0
COMP31,stock_price_cagr,5,23.0,0.0,0
COMP31,stock_price_cagr,3,15.0,0.0,0
COMP31,stock_price_cagr,1,9.0,0.0,0
COMP31,roe,10,22.0,57.14,1
COMP31,roe,5,20.0,42.86,1
COMP31,roe,3,20.0,42.86,1
COMP31,roe,1,16.0,14.29,1
COMP32,compounded_sales_growth,10,18.0,100.0,1
COMP32,compounded_sales_growth,5,13.0,44.44,1
COMP32,compounded_sales_growth,3,11.0,22.22,1
COMP32,compounded_sales_growth,1,11.0,0.0,0
COMP32,compounded_profit_growth,10,25.0,177.78,1
COMP32,compounded_profit_growth,5,19.0,111.11,1
COMP32,compounded_profit_growth,3,15.0,66.67,1
COMP32,compounded_profit_growth,1,13.0,0.0,0
COMP32,stock_price_cagr,10,24.0,0.0,0
COMP32,stock_price_cagr,5,24.0,0.0,0
COMP32,stock_price_cagr,3,16.0,0.0,0
COMP32,stock_price_cagr,1,10.0,0.0,0
COMP32,roe,10,23.0,63.7,1
COMP32,roe,5,21.0,49.47,1
COMP32,roe,3,21.0,49.47,1
COMP32,roe,1,17.0,21.0,1
COMP33,compounded_sales_growth,10,19.0,46.15,1
COMP33,compounded_sales_growth,5,14.0,7.69,1
COMP33,compounded_sales_growth,3,12.0,7.69,1
COMP33,compounded_sales_growth,1,8.0,0.0,0
COMP33,compounded_profit_growth,10,18.0,38.46,1
COMP33,compounded_profit_growth,5,20.0,53.85,1
COMP33,compounded_profit_growth,3,16.0,23.08,1
COMP33,compounded_profit_growth,1,14.0,0.0,0
COMP33,stock_price_cagr,10,25.0,0.0,0
COMP33,stock_price_cagr,5,17.0,0.0,0
COMP33,stock_price_cagr,3,17.0,0.0,0
COMP33,stock_price_cagr,1,11.0,0.0,0
COMP33,roe,10,24.0,70.21,1
COMP33,roe,5,22.0,56.03,1
COMP33,roe,3,18.0,27.66,1
COMP33,roe,1,18.0,27.66,1
COMP34,compounded_sales_growth,10,20.0,17.65,1
COMP34,compounded_sales_growth,5,15.0,11.76,1
COMP34,compounded_sales_growth,3,13.0,23.53,1
COMP34,compounded_sales_growth,1,9.0,0.0,0
COMP34,compounded_profit_growth,10,19.0,11.76,1
COMP34,compounded_profit_growth,5,21.0,23.53,1
COMP34,compounded_profit_growth,3,17.0,0.0,0
COMP34,compounded_profit_growth,1,15.0,0.0,0
COMP34,stock_price_cagr,10,26.0,0.0,0
COMP34,stock_price_cagr,5,18.0,0.0,0
COMP34,stock_price_cagr,3,18.0,0.0,0
COMP34,stock_price_cagr,1,12.0,0.0,0
COMP34,roe,10,25.0,76.68,1
COMP34,roe,5,23.0,62.54,1
COMP34,roe,3,19.0,34.28,1
COMP34,roe,1,16.0,13.07,1
COMP35,compounded_sales_growth,10,21.0,0.0,0
COMP35,compounded_sales_growth,5,16.0,23.81,1
COMP35,compounded_sales_growth,3,14.0,33.33,1
COMP35,compounded_sales_growth,1,10.0,0.0,0
COMP35,compounded_profit_growth,10,20.0,4.76,0
COMP35,compounded_profit_growth,5,22.0,4.76,0
COMP35,compounded_profit_growth,3,18.0,14.29,1
COMP35,compounded_profit_growth,1,16.0,0.0,0
COMP35,stock_price_cagr,10,27.0,0.0,0
COMP35,stock_price_cagr,5,19.0,0.0,0
COMP35,stock_price_cagr,3,19.0,0.0,0
COMP35,stock_price_cagr,1,13.0,0.0,0
COMP35,roe,10,26.0,83.1,1
COMP35,roe,5,24.0,69.01,1
COMP35,roe,3,20.0,40.85,1
COMP35,roe,1,17.0,19.72,1
COMP36,compounded_sales_growth,10,15.0,200.0,1
COMP36,compounded_sales_growth,5,17.0,240.0,1
COMP36,compounded_sales_growth,3,10.0,100.0,1
COMP36,compounded_sales_growth,1,11.0,0.0,0
COMP36,compounded_profit_growth,10,21.0,320.0,1
COMP36,compounded_profit_growth,5,16.0,220.0,1
COMP36,compounded_profit_growth,3,19.0,280.0,1
COMP36,compounded_profit_growth,1,12.0,0.0,0
COMP36,stock_price_cagr,10,28.0,0.0,0
